script,year,character,gender,line
Highway,,Veera,female,secretly to the other officer. The formation moves sleathily to circle Veera. The ACP
Highway,,Veera,female,"Veera is holding the stretcher close to Mahabir’s face, clambering along,"
Highway,,Veera,female,The door opens and Veera looks up in anticipation. She is sitting on the cot.
Highway,,Veera,female,Veera does not respond. They move to her slowly. Suddenly Veera turns to
Highway,,Veera,female,"Tripathy holds her as well, tries to calm her down. Veera sees that a nurse is"
Highway,,Veera,female,"Sleep Veera... You are exhausted. You have to sleep, okay?"
Highway,,Veera,female,Veera ko abhi Delhi move kar sakte hain?
Highway,,Veera,female,"Inside, Veera is lying asleep on a cot. A nurse attends to her. She opens her"
Highway,,Veera,female,[B] Veera jittering violently. She is in her senses but her mind is swimming.
Highway,,Veera,female,Veera’s room in Tripathy House at night. The nurse gets up from her feet and rushes
Highway,,Veera,female,[C] Veera’s face as she lies motionless on the bed. Her mother watches her.
Highway,,Veera,female,"[D] Day. Veera removes her sheet and makes to sit. Her head spins, she begins"
Highway,,Veera,female,"Veera walking to the bathroom, supported heavily by the nurse."
Highway,,Veera,female,[E] Veera’s mother speaking as Veera is reclined on the bed.
Highway,,Vinay ki,male,"Vinay ki mummy milna chahti hain aapse. Achche se milna, theek"
Highway,,Veera,female,"Mother cleans out Veera’s face a bit with her palms, continues –"
Highway,,Veera,female,[F] Vinay’s mother and gaudy sister and sitting around Veera’s bed.
Highway,,Veera,female,Veera’s friends and some others sitting around Veera and talking
Highway,,Veera,female,They look towards Veera. Veera smiles slightly.
Highway,,Veera,female,"[H] Veera sitting on the chair, looking out of the window."
Highway,,Veera,female,"Meanwhile, Veera has appeared at the staircase in the distance. Now her"
Highway,,Veera,female,"Mother reaches Veera, Veera continues to climb down."
Highway,,Veera,female,"Mother supports Veera as she climbs down, still weak."
Highway,,Vinay,male,In the hall there are many others. Vinay and his family are there too. Everyone
Highway,,Veera,female,Veera is made to sit on the sofa.
Highway,,Veera,female,Veera’s mother tries to change the topic –
Highway,,Vinay ko mountains,male,Vinay ko mountains bahot pasand hain na...? Austria mein vo kaun sa
Highway,,Veera,female,"Shukla’s son stares at his father, at Veera."
Highway,,Veera,female,Mother and her sister Priya make to turn Veera away.
Highway,,Veera,female,Veera               (continues) Bathroom mein... baar baar... nal chala kar...
Highway,,Veera,female,"The nurse turns Veera, mother and she begin to pull her away now."
Highway,,Veera,female,Tripathy looks at her daughter. Veera turns to him.
Highway,,Veera,female,"Veera... Baby... Okay, lets be sensible about this..."
Highway,,Veera,female,Sensible...? Veera baahar jao to careful rehna... Ghar ke baahar bahot
Highway,,Veera,female,"Veera stands for a moment, tears dripping from her eyes, then she turns and"
Highway,,Veera,female,Veera sits in a car as the family watches. She slides to the other side.
Highway,,Veera,female,The highway. The car driving on the highway. Veera looking in front. She
Highway,,Veera,female,"Veera walks to the side, breaking down. She cries her heart out. She drops to"
Highway,,Veera,female,"preserve. Small assembly of churners, conveyors, many cans. Veera supervising the"
Highway,,Veera,female,"Next to the factory, on a hill – a small concrete house. Veera is seen walking"
Highway,,Veera,female,"Veera is looking at them, smiling from her heart. Fade out."
JabWeMet,,Aditya,male,Fade-in. Aditya’s face in close. He is staring into the blank. Cut to mid shot. Some movements
JabWeMet,,Aditya,male,"are seen behind him and in front. Cut to mid-long shot. We see a lawyer standing behind Aditya, speaking"
JabWeMet,,Aditya,male,"in suits are seen, contributing to the tense conversation. Lots of people talking together. Aditya is sitting"
JabWeMet,,Aditya,male,"at the head of the table. There is a middle aged woman sitting across the table to him. Raghav, Aditya’s"
JabWeMet,,Aditya,male,"colleague, touches his shoulder. Aditya looks at Raghav. Raghav looks cross. Sound fades in – loud,"
JabWeMet,,Aditya,male,"Aditya stands facing the mirror in the wash room. He is looking down. After a moment, he looks"
JabWeMet,,Aditya,male,Aditya is coming back now. Aditya can see that the situation is waiting to explode on him. He stands there
JabWeMet,,Aditya,male,"for a moment. Then instead of going towards the conference hall, Aditya turns right into the staircase."
JabWeMet,,Aditya,male,Aditya’s black BMW drives into the porch.
JabWeMet,,Aditya,male,"Someone opens the car door for Aditya. Aditya walks down the steps, does not go to the open"
JabWeMet,,Aditya,male,The car drives into a club house and parks. Aditya gets off.
JabWeMet,,Aditya,male,Many men and women – all decked up in fineries – notice Aditya as he walks in. There is a
JabWeMet,,Aditya,male,"Aditya gets up on the platform, walks towards the girl, stands in front of her. She looks at the"
JabWeMet,,Aditya,male,groom. The groom extends his hand to Aditya. They shake hands.
JabWeMet,,Aditya,male,"The music of receding plays. Aditya turns. Titles begin. His mind is a blank, his senses diffused."
JabWeMet,,Aditya,male,"Outside the club, Aditya walks the lane – as though some force is taking him away. He opens his"
JabWeMet,,Aditya,male,Evening. The bus comes to a final halt outside VT station. Everyone gets off. Aditya gets out.
JabWeMet,,Aditya,male,the train. The train begins to move. Aditya looks at the door coming towards him. It is inviting him. He
JabWeMet,,Aditya,male,"Aditya is sitting on a seat. From the distance, Geet and the other three walk up. Geet is looking at"
JabWeMet,,Aditya,male,"Geet stops, looks at Aditya. She drops her bag, looks at her ticket, looks back at Aditya"
JabWeMet,,Aditya,male,suspiciously. She crosses to face Aditya.
JabWeMet,,Aditya,male,"Aditya is looking down, in a trance."
JabWeMet,,Aditya,male,"Aditya looks at her, then gets up and sits on twenty three. He looks away."
JabWeMet,,Aditya,male,Geet is opening her jacket and hanging it in between and talking to Aditya.
JabWeMet,,Aditya,male,"Aditya is sitting on his seat, looking the other way. Geet is another posture."
JabWeMet,,Aditya,male,Aditya is getting uncomfortable with her talking so much.
JabWeMet,,Aditya,male,Aditya can not take it anymore. He gets up abruptly and walks away.
JabWeMet,,Aditya,male,"Aditya opens the door of the train and looks out. The rails are clanging along, bushes are"
JabWeMet,,Aditya,male,Aditya clenches his fists on the railing. There is no one near him. His face is getting hard. The train will
JabWeMet,,Aditya,male,"Aditya gets a start. He turns to look. Geet is standing there, with a towel and soap, come to wash"
JabWeMet,,Aditya,male,Aditya turns away to the night. He closes his eyes and relaxes himself. She is washing her face
JabWeMet,,Aditya,male,Geet shakes her head. Aditya is looking into the night as Geet speaks.
JabWeMet,,Aditya,male,The TTE walks up to Aditya.
JabWeMet,,Aditya,male,No response from Aditya. The TTE taps Aditya. Aditya turns.
JabWeMet,,Aditya,male,"Geet comes up and begins to mime to Aditya, mouthing what she wants to express."
JabWeMet,,Aditya,male,"The TTE is sitting, taking out some registers from his pouch. Aditya is sitting in front. Geet is"
JabWeMet,,Aditya,male,"The TTE gives her a look, then turns to Aditya."
JabWeMet,,Aditya,male,Aditya looks back at the TTE.
JabWeMet,,Aditya,male,"Geet looks at Aditya, then turns to the TTE."
JabWeMet,,Aditya,male,The TTE leaves. Geet is looking at Aditya in amazement. She giggles.
JabWeMet,,Aditya,male,Aditya does not reply. She comes closer.
JabWeMet,,Mera,female,I’m sorry. Really… I’m sorry. Mera vo matlab nahin tha.
JabWeMet,,Tab,male,Main jaanti hoon. Clearly dikh raha hai ki maha upset ho tum kisi baat se. Tab
JabWeMet,,Aditya,male,Aditya sighs secretly as Geet rambles on.
JabWeMet,,Aditya,male,"Inside, Geet turns her head to look at the berth below her. Aditya is not there. The train whistle"
JabWeMet,,Aditya,male,We see Aditya. He is walking away in the other direction.
JabWeMet,,Aditya,male,"Aditya does not hear, keeps sauntering away in the other direction."
JabWeMet,,Aditya,male,"The other people on the platform notice the screaming, but not Aditya. He now sits on a bench,"
JabWeMet,,Aditya,male,"towards Aditya with all her might, screaming after him."
JabWeMet,,Aditya,male,"Aditya looks at her, looks at the train, looks back at her, doesn’t move."
JabWeMet,,Roko,male,(screaming) Roko… Train ko roko. Arey koi chain kheencho. Roko train ko… Arey…
JabWeMet,,Aditya,male,"Aditya is still sitting on the bench, looking at her as she approaches. She charges in."
JabWeMet,,Aditya,male,"Aditya is looking at her, figuring out the situation. Geet is looking back at Aditya boldly. He"
JabWeMet,,Aditya,male,A guard steps up to Aditya as he is leaving the station gate.
JabWeMet,,Aditya,male,Aditya pushes the guard on the side. The guard looks in distress towards him. Then he looks at
JabWeMet,,Aditya,male,"Geet enters the small porch of the railway station, looking for Aditya this way and that way. She"
JabWeMet,,Aditya,male,"looks at the road in front, panting. She sees Aditya talking to the driver of a taxi. She makes to call him,"
JabWeMet,,Aditya,male,"Geet rushes and sits in the rear of the taxi, understanding Aditya’s plan to chase the train."
JabWeMet,,Aditya,male,Aditya gets off the stationery car.
JabWeMet,,Aditya,male,(to Aditya) Oh God. Thodi der ruk nahin sakte?
JabWeMet,,Aditya,male,"Aditya sits into the driver’s seat, the driver gets pushed to the other side."
JabWeMet,,Aditya,male,The driver is startled as Aditya zips the car.
JabWeMet,,Aditya,male,The driver is stung with nervous anticipation and fear. He petitions to Aditya as Geet speaks to
JabWeMet,,Aditya,male,The car zooms into the station front. Aditya gets off and runs towards the platform. Geet gets off
JabWeMet,,Aditya,male,"The sleepy station façade is shaken to take notice. Aditya, then the girl rush through the jumble"
JabWeMet,,Roko unko,male,"Roko unko, roko. Bhaag ke kahan jaoge? Ruko…"
JabWeMet,,Aditya,male,"Aditya rushes into the first platform. He sees, stops to gain his breath. Geet rushes in. Sees that"
JabWeMet,,Aditya,male,The driver rushes and collides into Aditya. Aditya almost falls down.
JabWeMet,,Mera,female,"(desperate) Mera paisa… paisa do, mera paisa baaki hai."
JabWeMet,,Aditya,male,"Aditya removes him at an arms length, takes out his wallet."
JabWeMet,,Aditya,male,Geet comes up as Aditya is taking money out of his wallet and giving to the driver.
JabWeMet,,Aditya,male,Aditya gives her two tens. The driver is sneaking into the wallet. Aditya looks at him crossly.
JabWeMet,,Roko,male,(screaming) Roko… Train ko roko. Arey koi chain kheencho. Roko train ko… Arey…
JabWeMet,,Aditya,male,"are looking at her. She is in panic. She stops and looks around for Aditya. She whimpers, then turns"
JabWeMet,,Kota,male,Kota hai agla station. Main vahan ke station master ko inform kar doonga.
JabWeMet,,Aditya,male,Geet rushes up and overtakes the man and looks at him. It is Aditya. Aditya looks up at her as
JabWeMet,,Aditya,male,"Meanwhile, Aditya does not know what the hell is happening. The motorbike drives up. Aditya"
JabWeMet,,Mera naam Geet hai,female,(extends her hand) Hi. Mera naam Geet hai.
JabWeMet,,Aditya,male,"Aditya looks at her, takes her hand."
JabWeMet,,Aditya,male,Aditya. Pleased to meet you. Aur itni pleased by god main kisi se mil kar nahin hui jitni abhi
JabWeMet,,Aditya,male,Geet and Aditya are walking up a lane outside the Ratlam station. It is quite deserted at this hour.
JabWeMet,,Aditya,male,"Decent. Aditya comes under the signboard, looks inside. Geet comes after. Aditya looks at her, then looks"
JabWeMet,,Aditya,male,"Aditya, looking into his wallet. Geet is standing next to him. Aditya doesn’t have much cash."
JabWeMet,,Aditya,male,"She turns to the receptionist. The receptionist looks at Aditya. Aditya turns to the receptionist,"
JabWeMet,,Aditya,male,Geet turns to consult with Aditya.
JabWeMet,,Aditya,male,Aditya looks at her. She shakes her head to confirm. Aditya turns and looks at the receptionist.
JabWeMet,,Aditya,male,Aditya pays cash. Geet has moved to the side to look at something. The receptionist speaks to
JabWeMet,,Aditya,male,Aditya in a tone of privacy.
JabWeMet,,Aditya,male,Sleazy room. Geet is sitting against the wall. She looks at Aditya as he enters from the door. The
JabWeMet,,Aditya,male,"Aditya takes the wallet back, takes the photo out."
JabWeMet,,Aditya,male,"In the bathroom, the burning photo drops down. Aditya pulls the flush, thinks."
JabWeMet,,Aditya,male,"Aditya looks at her, becoming introspective."
JabWeMet,,Utho utho,male,"Receptionist (OC)(in panic) Utho utho, darwaza kholo, jaldi"
JabWeMet,,Aditya,male,Geet looks at Aditya. He gets up.
JabWeMet,,Aditya,male,of undress. Geet comes to Aditya.
JabWeMet,,Aditya,male,"(running, to Aditya) Arey, magar… Suno to."
JabWeMet,,Aditya,male,Geet and Aditya run down the corridor with the others.
JabWeMet,,Aditya,male,"Aditya approaches her, checking the few notes in his wallet, sits against a pillar."
JabWeMet,,Aditya,male,Aditya is looking at her quizzically. He does not know if she is serious or playing the fool. By
JabWeMet,,Aditya,male,Aditya begins to hum something. Geet and he are sprawled out in the bus stand in Ratlam. Geet
JabWeMet,,Aditya,male,The song is about travel. Aditya is going with the flow. He does not know where he will end up
JabWeMet,,Aditya,male,"In the song, Aditya is getting infected by her bright spirit. He is even copying her subconsciously."
JabWeMet,,Aditya,male,"After the bus, Aditya is singing as he walks down a street in Kota with Geet."
JabWeMet,,Aditya,male,"In the music interlude, we see that Aditya withdraws cash from an ATM. Then they take Geet’s"
JabWeMet,,Aditya,male,luggage from the station and keep it in the cab he has hired. Aditya is wearing new clothes.
JabWeMet,,Aditya,male,"Then Aditya is driving, Geet is sitting next to him and the driver is sleeping in the back seat."
JabWeMet,,Aditya,male,"At the end of the song, the car is standing at a dhaba somewhere in Punjab. Aditya and Geet are"
JabWeMet,,Aditya,male,"Aditya turns sharply to her, tries to read her."
JabWeMet,,Aditya,male,"shift changing room for Aditya and Geet. There is a loose partition and Geet is changing, drying on the"
JabWeMet,,Aditya,male,"other side. Aditya comes on the front side, looking away."
JabWeMet,,Aditya,male,Aditya has been staring at her in disbelief.
JabWeMet,,Aditya,male,Silence as Aditya reels in his anger. Then –
JabWeMet,,Aditya,male,Geet turns to Aditya. He smiles at her.
JabWeMet,,Mera,female,"Geet, really. Main nahin aa sakta. Mera…"
JabWeMet,,Aditya,male,"Aditya gets off the car, embarrassed. There is much hugging and kissing with Geet as more"
JabWeMet,,Aditya,male,"him. Geet comes up to him. Aditya is brought into the room by Daljit Singh, Geet’s chacha. Her father"
JabWeMet,,Aditya,male,"Geet’s father and uncle and other middle-aged Sikhs crowd around Aditya, pat his back. Old"
JabWeMet,,Aditya,male,"looks at Aditya, back at Geet."
JabWeMet,,Aditya,male,Aditya bends to touch his feet.
JabWeMet,,Aditya,male,Aditya smiles in the uncomfortable position.
JabWeMet,,Aditya,male,Then he pulls Aditya to an embrace.
JabWeMet,,Aditya,male,The dining table is a site of forceful hospitality that night. Aditya is surrounded by Geet’s mother
JabWeMet,,Aditya,male,dadi. They form a semi-circle around him. Aditya is guarding his plate with his hands. The dadi wants to
JabWeMet,,Bas bas,male,(exhausted) Bas bas… Ab iske baad mera pet phat jayega.
JabWeMet,,Aditya,male,Geet comes from inside with her father and sees this. Aditya looks at Geet.
JabWeMet,,Aditya,male,Aditya points a finger at Geet.
JabWeMet,,Aditya,male,"Suddenly, Geet appears from a room and comes to Aditya."
JabWeMet,,Aditya,male,"Amrik darts upstairs, Geet takes Aditya’s hand and pulls him into the dark space below the stair-"
JabWeMet,,Aditya,male,"Aditya comes out of the darkness, trying to hide his embarrassment."
JabWeMet,,Aditya,male,She comes close to whisper to Aditya.
JabWeMet,,Aditya,male,"(whispering in Aditya’s ear) Kal subah ekdum jaldi uthna. Ghar ke peeche ek ped hai, uske"
JabWeMet,,Aditya,male,"Geet is off in a flurry, leaving Aditya and Roop alone. Aditya looks at Roop, shrugs. Indicates to"
JabWeMet,,Aditya,male,"towards the tree, reaches it, waits for Aditya, looks around. She sees that Aditya is coming from the other"
JabWeMet,,Aditya,male,"Geet and Aditya are chattering, sitting under the tree."
JabWeMet,,Aditya,male,"Aditya is standing across the courtyard, looking at all this. There is a narrow table there on"
JabWeMet,,Aditya,male,"which snacks are being laid out. Geet is helping in that. She comes close to Aditya, putting the glasses in"
JabWeMet,,Aditya,male,"Aditya removes her hand from himself and moves off a bit. In so doing, he sees Roop. She has"
JabWeMet,,Aditya,male,been watching all this with a puzzled look. Aditya turns and moves away.
JabWeMet,,Aditya,male,Aditya is standing on the side.
JabWeMet,,Aditya,male,Aditya looks at Old Sikh. Old Sikh is sitting next to Manjeet and Geet now.
JabWeMet,,Aditya,male,Aditya looks sharply at Geet. Geet looks at him with a grin on her face.
JabWeMet,,Aditya,male,"Aditya looks around, trapped. Old Sikh speaks to him."
JabWeMet,,Aditya,male,"Aditya looks down, prepares. Then looks up."
JabWeMet,,Aditya,male,"(to Aditya) Baith jao ji, baith jao. Aaraam se."
JabWeMet,,Aditya,male,"Aditya sits. He clears his throat, looks up at the gathering. They are all staring at him."
JabWeMet,,Aditya,male,Aditya looks at Geet. She is looking at him with a smile.
JabWeMet,,Aditya,male,Aditya looks down and begins to snap his fingers in rhythm. The beat picks up. He starts singing
JabWeMet,,Aditya,male,"to reach him, he is trying to get away from her. As a way out, Aditya comes to Roop and sticks to her"
JabWeMet,,Aditya,male,"Geet  sees Aditya at a distance with Amrik, shooting stones with a catapult."
JabWeMet,,Aditya,male,She skips towards Aditya. He looks at her.
JabWeMet,,Aditya,male,Amrik runs away. Geet turns towards Aditya. He is looking at her with a smile.
JabWeMet,,Aditya,male,"Geet does not smile. She comes close to Aditya, looking tense."
JabWeMet,,Aditya,male,Aditya looks. He sees Manjeet walking towards them.
JabWeMet,,Aditya,male,Geet comes forward and kisses Aditya’s cheek. Aditya is shocked. Manjeet stops in his tracks in
JabWeMet,,Aditya,male,distance. Aditya does not know what to do.
JabWeMet,,Aditya,male,"Geet embraces Aditya. Manjeet is frozen, Aditya is stumped. But then he suddenly calls out –"
JabWeMet,,Aditya,male,Geet quickly leaves Aditya and turns around to see Manjeet.
JabWeMet,,Aditya,male,Batao ise Aditya. Bombay mein bhi to kuch nahin hua tha hamaare beech. Nothing. Tell him.
JabWeMet,,Aditya,male,Manjeet waits. Aditya comes closer to him.
JabWeMet,,Aditya,male,Aditya is walking up the stairs to his room. Geet is standing with other women in the courtyard.
JabWeMet,,Aditya,male,"The figure creeps up to Aditya, who is sleeping on the bed. The person touches him. Aditya"
JabWeMet,,Aditya,male,Aditya lifts himself to sit. Geet comes close. There is enough light to see each other here. They
JabWeMet,,Aditya,male,They are stealing across the courtyard. Aditya looks up to the other corridor on the first floor. He
JabWeMet,,Aditya,male,Geet follows Aditya’s look and sees Roop. Roop is straining to see what the hell is happening in
JabWeMet,,Aditya,male,panting. She looks outside. Aditya and Geet are seen running away on the outside lane that goes to the
JabWeMet,,Utho,male,"(screaming) Papa, chachaji, Geet bhaag rahi hai. Utho sab log. Vikram, Satpal…"
JabWeMet,,Kya hua,female,(to everyone) Kya hua? Haan? Kya hua?
JabWeMet,,Aditya,male,Aditya is looking down from the terrace to the frontyard. Geet creeps up to him.
JabWeMet,,Zara,female,(intermittently) Ae ji… Zara samhaal kar… Zyada ghussa mat karo… Ji dekho
JabWeMet,,Aditya,male,"A motorcycle and the jeep leave at great speed towards the road. Aditya, peeping down, shakes"
JabWeMet,,Aditya,male,Sound of motorbike. Aditya turns and looks.
JabWeMet,,Satpal,male,Geet’s cousin brother Satpal has returned on the motorbike. He is with Kulmeet Singh near the
JabWeMet,,Aditya,male,Aditya is listening with concentration. Geet catches his arm.
JabWeMet,,Aditya,male,Ghabrao mat Aditya. Sab theek ho jayega. Tum dekhna.
JabWeMet,,Aditya,male,Tum to life mein bahut serious the Aditya. Kya fayda hua? Bahut bade problem to tum bhi pahns
JabWeMet,,Aditya,male,Aditya is stunned. He stares at her.
JabWeMet,,Aditya,male,"Aditya is staring at her. Unexpectedly, she is making all the sense to him. She smiles, clutches"
JabWeMet,,Aditya,male,"Aditya smiles, shakes his head. She looks at him."
JabWeMet,,Aditya,male,"Aditya is looking at Geet, smile on face, internally mesmerized by her."
JabWeMet,,Aditya,male,Dark crops at night. Aditya leads Geet out of them. They come to the road. They move in the
JabWeMet,,Aditya,male,"direction of the taxi stand. Geet stops. She looks back at the house she is leaving. Aditya notices, comes"
JabWeMet,,Aditya,male,Aditya can see the taxis in the stand down the road.
JabWeMet,,Aditya,male,everybody on the street. Aditya is looking at her go beserk. He is looking at her with the feeling that he
JabWeMet,,Aditya,male,Geet changes clothes and shows the options to Aditya. Aditya watches.
JabWeMet,,Aditya,male,"down below. Aditya is standing behind, looking at her. She sights Anshuman."
JabWeMet,,Aditya,male,She turns to Aditya in full glee. He is looking straight at her.
JabWeMet,,Aditya,male,"Aditya comes forward, holds her hand. He looks at her to print her in his mind. She looks at him."
JabWeMet,,Aditya,male,"him go, then turns towards Anshuman. Aditya turns and looks at her. She is running towards Anshuman."
JabWeMet,,Aditya,male,Aditya turns back and smiles. He walks away.
JabWeMet,,Aditya,male,"In the last Manali Montage shot, one which looks at the mall area, Aditya walks up to the front"
JabWeMet,,Aditya,male,"They are all looking disgruntled, especially the senior ones sitting in front. Aditya reaches the"
JabWeMet,,Aditya,male,"Aditya looks at the group. There is tension in the hall. He looks at Raghav, looks back at the"
JabWeMet,,Aditya,male,Raghav is looking at Aditya in suspense.
JabWeMet,,Bina,female,"Main bhaag gaya tha… Bina plan kiye main is office se, is sheher se chala gaya. Us waqt mujhe"
JabWeMet,,Aditya,male,Raghav is looking at the group. They are looking at Aditya – intrigued and in full attention.
JabWeMet,,Aditya,male,"Raghav follows Aditya out of the door, looking at him in surprise. Aditya turns to Raghav."
JabWeMet,,Aditya,male,"to Sc # 1. Only that Aditya is looking at his mother and she is looking the other way. Lawyers, Raghav"
JabWeMet,,Jaya,female,and the others are placed as they were in the first scene. Jaya’s lawyer is talking.
JabWeMet,,Aditya,male,"Meanwhile, Aditya had lifted the paper in front, glanced through it. Presently, he looks at the"
JabWeMet,,Aditya,male,Raghav is looking at Aditya in anticipation. Aditya keeps the paper down and turns to his
JabWeMet,,Aditya,male,Tears come to her eyes. Aditya stands up.
JabWeMet,,Aditya,male,Raghav has entered. The consultants say their goodbyes and are leaving as Aditya turns to
JabWeMet,,Aditya,male,"Aditya is signing the letters as Raghav walks up, looking at him suspiciously. There is fire in"
JabWeMet,,Aditya,male,"Raghav withdraws, pretends to be hit with the energy. Aditya smiles, continues to sign."
JabWeMet,,Aditya,male,"Aditya smiles, still working. Musical beats of Song # 4 have begun."
JabWeMet,,Aditya,male,"Aditya sings in his room, thinking about the mountains."
JabWeMet,,Aditya,male,Aditya is singing in his room.
JabWeMet,,Aditya,male,"Geet walks down the path from the cottage. She crosses Aditya, who is in her path in the hills,"
JabWeMet,,Aditya,male,"a line, doing the traditional hill life chores wearing hill clothes. Aditya is following her in the hills,"
JabWeMet,,Aditya,male,"Aditya pauses, looks at her with a smile."
JabWeMet,,Aditya,male,"Aditya is in the important meeting, talking to the people across the table, Geet passes from"
JabWeMet,,Aditya,male,"behind those people, looking at him and singing. Aditya does not look at her but a smiles comes to his"
JabWeMet,,Aditya,male,So Aditya carries on with his life in the city and Geet follows him and Geet carries on her life in
JabWeMet,,Aditya,male,the hills and Aditya follows her.
JabWeMet,,Aditya,male,Aditya’s team is taking a lassi break as they are working late hours for the launch of a new
JabWeMet,,Aditya,male,product. Aditya is sitting on a table top and singing the song to his colleagues who are sitting at cubicles
JabWeMet,,Aditya,male,"behind, clapping. Aditya looks at his mother, she wishes him luck from the distance."
JabWeMet,,Aditya,male,"Aditya raises the paper pack, press starts clicking pictures."
JabWeMet,,Aditya,male,Aditya is holding the calling card pack and flashes are happening on him. A journalist asks him.
JabWeMet,,Aditya,male,"The corporate office in Bombay from across the busy street. Inside, Aditya climbs steps from the"
JabWeMet,,Aditya,male,There are a few Sikhs sitting in the lobby. Aditya had glanced at them as he makes to cross. They
JabWeMet,,Aditya,male,"Aditya sees that this is Geet’s angry chacha, Daljeet Singh. That is her father, Kulmeet Singh"
JabWeMet,,Aditya,male,The uncle’s hands are deftly taken away from Aditya’s collar by security guards. He is spun
JabWeMet,,Aditya,male,around and a baton is placed on his neck. All this before Aditya asks them to stop.
JabWeMet,,Aditya,male,Aditya looks at Daljeet is intrigue.
JabWeMet,,Aditya,male,"Aditya’s face as he looks at Daljeet Singh, Kulmeet Singh and Roop. Roop and Kulmeet are"
JabWeMet,,Aditya,male,sitting. Aditya is standing. Daljeet is standing opposite and charging at him.
JabWeMet,,Aditya Kumar,male,Daljeet (background) Apna naam bhi ghalat bataya tha toone – Aditya Kumar. Humein gumraah karne
JabWeMet,,Aditya,male,(to Aditya) Vo sach mein theek hai?
JabWeMet,,Aditya,male,"Aditya comes out of the parlour in thought. Raghav is there, waiting for him. He turns towards"
JabWeMet,,Aditya,male,"Aditya gets off. He is holding a gift parcel in his hand. Another man, a local, gets off from the"
JabWeMet,,Aditya,male,He looks up as someone comes in. It is the local man with Aditya.
JabWeMet,,Aditya,male,Aditya passes the gift. Anshuman is surprised.
JabWeMet,,Aditya,male,"Aditya sits. Anshuman looks at the gift, keeps it on the side."
JabWeMet,,Seva,female,Seva…? (laughs) Seva tum actually kar sakte ho ek. Tum dono immediately Bhatinda chalo.
JabWeMet,,Aditya,male,Anshuman looks sharply at Aditya. Then –
JabWeMet,,Usko,male,Tumhein fark nahin padta hai tab to theek hua Geet ke saath. Usko saza milni chahiye ki usne
JabWeMet,,Aditya,male,Anshuman is silent. Aditya is looking at him.
JabWeMet,,Aditya,male,"Aditya turns and walks out. Anshuman is still standing there, looking the other way."
JabWeMet,,Aditya,male,towards Anshuman. Aditya turns and looks again.
JabWeMet,,Aditya,male,Flashback. Geet running away towards the open cafeteria as Aditya had seen that day.
JabWeMet,,Aditya,male,Aditya turns back. Music of Song # 5 begins. He walks ahead in contemplation.
JabWeMet,,Aditya,male,She is sitting on a bench at the place where Aditya had dropped her.
JabWeMet,,Aditya,male,"And one day, as she is walking up to school, we see that Aditya walks up in the distance, looking"
JabWeMet,,Aditya,male,She looks like the ghost of the girl Aditya knew. He is so sensitive to her right now that if she stumbles a
JabWeMet,,Aditya,male,towards her hostel. She sees Aditya sitting there.
JabWeMet,,Aditya,male,"Geet is surprised to see Aditya. He looks at her. The song stops. She walks up to him, he stands."
JabWeMet,,Aditya,male,She walks into the hostel. Aditya looks at her go. He waits outside.
JabWeMet,,Aditya,male,The driver of Aditya’s luxury car and his bodyguard get off and rush forwards. Aditya is bringing
JabWeMet,,Aditya,male,"Aditya’s car drives up the street in Shimla. Geet is sitting inside, looking down, looking on the"
JabWeMet,,Aditya,male,side. Aditya is looking at her.
JabWeMet,,Aditya,male,The façade of the luxury hotel where Aditya is staying. The car drives in. The body guard gets off
JabWeMet,,Aditya,male,"and opens the door for Geet. Aditya comes to her to usher her in. She gets off, feeling small. Aditya leads"
JabWeMet,,Aditya,male,"Aditya opens the door of the inner room and looks at Geet. She is sitting on the corner of the bed,"
JabWeMet,,Karna ho,female,Karna ho bhi to nahin kar sakti
JabWeMet,,Tab,male,hai mere saath. Tab hi to is haalat mein hoon.
JabWeMet,,Aditya,male,"Aditya has stood up by now, feeling very agitated to see her weep. He turns to her at this point"
JabWeMet,,Aditya,male,Aditya looks at her. There is a glimmer of hope in her.
JabWeMet,,Aditya,male,Aditya hands over the phone to Geet. She does not want to take it but he makes her.
JabWeMet,,Aditya Kashyap ki,male,Aur ye Aditya Kashyap ki awaaz thi?
JabWeMet,,Aditya,male,Aditya is looking at Geet. He is encouraging her to be aggressive.
JabWeMet,,Aditya,male,"Aditya is saying. What, Anshuman’s voice is heard. Dog, Geet says softly on the phone. Yes, Aditya says."
JabWeMet,,Aditya,male,Geet has connected with her anger. Aditya is ecstatic.
JabWeMet,,Aditya,male,"Geet is looking at the phone. She looks at Aditya. She is throbbing all over, she is triumphant."
JabWeMet,,Aditya,male,"She takes a step, keeps the phone on the desk, then turns towards Aditya."
JabWeMet,,Aditya,male,Geet rushes to Aditya and flings herself to hug him.
JabWeMet,,Aditya,male,Aditya’s back comes against the wall. He holds her waist for balance.
JabWeMet,,Aditya,male,"Aditya closes his eyes. He controls himself, removes his hands. Geet looks up at him. Pause. She"
JabWeMet,,Aditya,male,"Aditya’s car drives up to a spot and stops. Aditya is looking out at something, geeting charged"
JabWeMet,,Aditya,male,"up. Geet follows his look. They look at each other in excitement. Aditya turns away, quickly switches the"
JabWeMet,,Aditya,male,"Aditya is running ahead, locks his car with the remote."
JabWeMet,,Aditya,male,train that is leaving the platform. Aditya runs and gets on the train. Geet runs and runs and this time she
